name,url,gvkey,paragraphs,words,tracking_cookies,g_fog,legal_quality
METRO INC,www.metro.ca,21894.0,85.0,3058.0,19.0,22.021051,-0.039200447
METROPOLITAN BANK HLDNG,www.metropolitanbankny.com,32519.0,17.0,291.0,0.0,15.734348,1.3294205e-05
METSO OYJ,www.metso.com,102345.0,34.0,1578.0,7.0,16.362479999999998,0.93418068
MGE ENERGY INC,www.mgeenergy.com,6932.0,25.0,2113.0,0.0,18.183526999999998,-0.74774522
MGM HOLDINGS INC,www.mgm.com,187422.0,2.0,196.0,0.0,18.160257,0.093670875
MGM GROWTH PROPERTIES LLC,www.mgmgrowthproperties.com,27045.0,29.0,1773.0,0.0,18.952635,0.06712368099999999
MGM RESORTS INTERNATIONAL,www.mgmresorts.com,14418.0,43.0,2587.0,22.0,18.303196,0.46135834
MGP INGREDIENTS INC,www.mgpingredients.com,14891.0,18.0,707.0,2.0,16.969267000000002,0.0034985768
MCGRATH RENTCORP,www.mgrc.com,7161.0,9.0,609.0,0.0,15.082726000000001,-0.28448007
MGT CAPITAL INVESTMENTS INC,www.mgtci.com,63337.0,11.0,910.0,2.0,18.157207,-0.42999536
MICHAELS COS INC,www.michaels.com,7316.0,59.0,2875.0,12.0,13.996175,0.42836398
MICROBIX BIOSYSTEMS INC,www.microbix.com,127514.0,28.0,1041.0,1.0,16.373327,0.087678239
MICRON TECHNOLOGY INC,www.micron.com,7343.0,22.0,1260.0,23.0,17.48299,-0.051787574
MICROSEMI CORP,www.microsemi.com,7346.0,37.0,2768.0,2.0,18.154055,0.57056797
MICROSOFT CORP,www.microsoft.com,12141.0,159.92,9791.4697,0.0,14.786245999999998,0.45953956
MICROSTRATEGY INC,www.microstrategy.com,111534.0,51.0,3136.0,6.0,21.134264,1.544921
MICROVISION INC,www.microvision.com,63531.0,14.0,1018.0,0.0,17.69301,-0.09187752
MIDDLEBY CORP,www.middleby.com,13570.0,17.0,754.0,2.0,17.37858,0.66762173
MIDDLESEX WATER CO,www.middlesexwater.com,7368.0,13.0,838.0,0.0,17.600651,-0.23172449
MIDLAND STATES BANCORP,www.midlandsb.com,187236.0,20.0,741.0,3.0,14.517833,-0.40385514
MID PENN BANCORP INC,www.midpennbank.com,66288.0,15.0,838.0,0.0,16.176319,-0.48332423
MIDSOUTH BANCORP INC,www.midsouthbank.com,28152.0,13.0,349.0,3.0,14.438095,-0.54454964
MIDSTATES PETROLEUM CO INC,www.midstatespetroleum.com,170627.0,3.0,180.0,0.0,12.906322,-6.771567299999999
MIDWEST ENERGY EMISSIONS CP,www.midwestemissions.com,187548.0,3.0,180.0,1.0,12.906322,-6.771567299999999
MIDWESTONE FINANCIAL GROUP,www.midwestone.com,65796.0,2.0,84.0,1.0,11.837566,-0.42999536
M/I HOMES INC,www.mihomes.com,12615.0,45.0,2179.0,3.0,18.688299,0.40576127
MILACRON HOLDINGS CORP,www.milacron.com,23569.0,15.0,751.0,1.0,13.62936,-0.12951259
MILLER INDUSTRIES INC/TN,www.millerind.com,30558.0,4.0,175.0,2.0,14.546206,-0.6242879
MSB FINANCIAL CORP,www.millingtonbank.com,176350.0,7.0,234.0,0.0,11.837566,-0.91009432
MINDBODY INC,www.mindbodyonline.com,23935.0,75.0,3906.0,11.0,18.621510999999998,1.4549714
MIND CTI LTD,www.mindcti.com,138521.0,35.0,1877.0,3.0,21.948038,0.78647786
MINERALS TECHNOLOGIES INC,www.mineralstech.com,25870.0,1.0,59.540001000000004,0.0,20.0,0.15266597
MIRAGEN THERAPEUTICS INC,www.miragentherapeutics.com,30311.0,17.0,999.0,0.0,18.941217,0.50588197
MIRATI THERAPEUTICS INC,www.mirati.com,160770.0,15.0,579.0,0.0,13.110526,0.033405058
MISSION BANCORP/CA,www.missionbank.com,117845.0,11.0,332.0,0.0,14.832771,-0.50853157
MISTRAS GROUP INC,www.mistrasgroup.com,180229.0,6.0,130.0,1.0,17.600525,-0.22361445
MITCHAM INDUSTRIES INC,www.mitchamindustries.com,31214.0,6.0,184.0,1.0,15.504348,-0.08873201900000001
MITEK SYSTEMS INC,www.miteksystems.com,14113.0,47.0,2757.0,4.0,18.455305,1.1182339
MITEL NETWORKS CORP,www.mitel.com,174531.0,57.0,2388.0,13.0,21.378635,1.177791
MKS INSTRUMENTS INC,www.mksinst.com,119275.0,42.0,2039.0,0.0,17.718014,0.17600143
MAPLE LEAF GREEN WORLD INC,www.mlgreenworld.com,186772.0,15.0,1376.0,0.0,17.041697,-0.78478914
MARSH & MCLENNAN COS,www.mmc.com,7065.0,25.0,2001.0,1.0,16.902285,0.11856535
MOBILEIRON INC,www.mobileiron.com,20330.0,91.0,3823.0,8.0,25.537382,1.0430398
MOBILE MINI INC,www.mobilemini.com,29734.0,31.0,2475.0,2.0,18.136669,-0.47854399999999997
MOBILESMITH INC,www.mobilesmith.com,163018.0,30.0,1699.0,4.0,17.533358,0.11278373
MOBIVITY HOLDINGS CORP,www.mobivity.com,183964.0,16.0,867.0,2.0,22.353758,0.19771796
MODEL N INC,www.modeln.com,17553.0,65.0,4296.0,4.0,18.774191000000002,1.1708275
STEEL CONNECT INC,www.moduslink.com,29621.0,91.0,4170.0,4.0,19.159836,1.5313583999999998
MOELIS & CO,www.moelis.com,19927.0,52.0,2608.0,0.0,20.462688,0.86066312
MOGO FINANCE TECHNOLOGY INC,www.mogo.ca,24819.0,1.0,59.540001000000004,5.0,18.126316,-0.42999536
MOHAWK INDUSTRIES INC,www.mohawkind.com,25119.0,35.0,2719.0,0.0,19.627724,0.72110128
MOLINA HEALTHCARE INC,www.molinahealthcare.com,152149.0,33.0,2309.0,7.0,16.468754,0.028706949
MOLSON COORS CDA INC,www.molsoncoors.com,162940.0,108.0,4787.0,0.0,20.580231,1.2947931000000001
MOLSON COORS BREWING CO,www.molsoncoors.com,3505.0,108.0,4787.0,0.0,20.580231,1.2947931000000001
MOMENTA PHARMACEUTICALS INC,www.momentapharma.com,264414.0,6.0,439.0,0.0,15.274417999999999,-0.69482136
MPM HOLDINGS INC,www.momentive.com,176096.0,37.0,2209.0,4.0,15.774247,0.38426733
MONARCH CASINO & RESORT INC,www.monarchcasino.com,28704.0,21.0,1111.0,2.0,15.685507000000001,-0.1245259
MONDELEZ INTERNATIONAL INC,www.mondelezinternational.com,142953.0,44.0,2539.0,1.0,18.710894,0.095542781
MONGODB INC,www.mongodb.com,32526.0,42.0,3603.0,20.0,18.139112,1.1643902
MONGOLIA GROWTH GROUP LTD,www.mongoliagrowthgroup.com,181359.0,9.0,894.0,0.0,18.991674,0.40916002
MONOLITHIC POWER SYSTEMS INC,www.monolithicpower.com,160888.0,26.0,1759.0,5.0,18.163784,-0.21718656
MONOTYPE IMAGING HOLDINGS,www.monotype.com,177099.0,6.0,195.0,8.0,21.410257,0.019736443
MONSANTO CO,www.monsanto.com,140760.0,47.0,2796.0,0.0,18.814413000000002,-0.49583504
MONSTER BEVERAGE CORP,www.monsterbevcorp.com,24316.0,60.0,3283.0,0.0,21.00239,0.7862795
MOODY'S CORP,www.moodys.com,139665.0,59.0,4198.0,1.0,17.669071,1.1836722
MOOG INC  -CL A,www.moog.com,7549.0,31.0,1698.0,0.0,15.689231,0.098315142
MORGAN STANLEY,www.morganstanley.com,12124.0,78.0,3614.0,19.0,25.537382,1.2759223
MORGUARD N AMER RES RE TR,www.morguard.com,171109.0,8.0,562.0,2.0,20.10932,0.07150273
MORGUARD REAL ESTATE INVT TR,www.morguard.com,65632.0,8.0,562.0,2.0,20.10932,0.07150273
MORGUARD CORP,www.morguard.com,1096.0,8.0,562.0,2.0,20.10932,0.07150273
MORNEAU SHEPELL INC,www.morneaushepell.com,165256.0,35.0,1766.0,10.0,21.588753,0.81445056
MORNINGSTAR INC,www.morningstar.com,160373.0,24.0,953.0,8.0,18.146931,0.21082842
MORPHOSYS AG,www.morphosys.com,231016.0,43.0,2524.0,0.0,15.284104999999998,0.7772034999999999
MOSAIC CO,www.mosaicco.com,162129.0,15.0,1054.0,3.0,18.68601,-0.070545211
MOSYS INC,www.mosys.com,141278.0,13.0,1295.0,1.0,17.264822,-0.3545211
MOTOROLA SOLUTIONS INC,www.motorolasolutions.com,7585.0,94.0,6015.0,10.0,19.487263000000002,1.0573736
MOTUS GI HOLDINGS INC,www.motusgi.com,31348.0,3.0,180.0,0.0,12.906322,-6.771567299999999
MOVADO GROUP INC,www.movadogroup.com,7951.0,58.0,3488.0,0.0,19.810194,0.34793842
MR AMAZING LOANS CORP,www.mramazingloans.com,157076.0,17.0,643.0,3.0,18.486963,-0.085476145
MRC GLOBAL INC,www.mrcglobal.com,180016.0,40.0,1437.0,0.0,19.630663000000002,0.21768446
MERCURY SYSTEMS INC,www.mrcy.com,66393.0,8.0,753.0,1.0,16.142046,0.19591264
MONMOUTH RE INVESTMENT CP,www.mreic.reit,7525.0,18.0,1513.0,0.0,16.5809,0.3714557
MRI INTERVENTIONS INC,www.mriinterventions.com,184077.0,4.0,251.0,1.0,13.413135,-6.771567299999999
MSA SAFETY INC,www.msasafety.com,7420.0,44.0,3210.0,4.0,17.374403,0.22867221
MSC INDUSTRIAL DIRECT  -CL A,www.mscdirect.com,61732.0,28.0,1909.0,4.0,17.122812,-0.29264617
MSCI INC,www.msci.com,178507.0,82.0,4167.0,1.0,21.53941,1.1524529
METTLER-TOLEDO INTL INC,www.mt.com,65772.0,59.0,2946.0,8.0,17.69346,0.23387393
M & T BANK CORP,www.mtb.com,4699.0,29.0,1541.0,12.0,15.253657999999998,-0.1821826
MEDICAL TRANSCRIPTION BILLNG,www.mtbc.com,20143.0,55.0,3322.0,1.0,16.094072,0.11420473
MTS SYSTEMS CORP,www.mts.com,6900.0,33.0,1954.0,1.0,16.681753,0.8884933
MTY FOOD GROUP INC,www.mtygroup.com,106660.0,14.0,518.0,3.0,17.513199,0.19776353
MUELLER WATER PRODUCTS INC,www.muellerwaterproducts.com,166482.0,45.0,2077.0,0.0,16.377330999999998,0.4270955
MULLEN GROUP LTD,www.mullen-group.com,30927.0,3.0,150.0,0.0,22.02883,0.47009191
MURPHY OIL CORP,www.murphyoilcorp.com,7620.0,28.0,918.0,0.0,18.389828,-0.12576072
MURPHY USA INC,www.murphyusa.com,18498.0,17.0,1312.0,2.0,19.00786,-0.15059672
MUSCLEPHARM CORP,www.musclepharm.com,184378.0,68.0,7653.0,21.0,18.695749,-0.15964451
MUSTANG BIO INC,www.mustangbio.com,32347.0,19.0,1777.0,0.0,19.473936,0.39123398
MVB FINANCIAL CORP,www.mvbbanking.com,144122.0,41.0,2519.0,15.0,15.475473999999998,-0.45197192
MVC CAPITAL INC,www.mvccapital.com,137230.0,16.0,1321.0,2.0,16.507116,-0.10756099999999999
FIRST UNITED CORP,www.mybank.com,18358.0,30.0,1395.0,2.0,15.291599,-0.045968699999999994
BANKWELL FINANCIAL GROUP INC,www.mybankwell.com,160423.0,17.0,684.0,3.0,14.938123000000001,-0.13978079
DARIOHEALTH CORP,www.mydario.com,17485.0,66.0,3688.0,3.0,19.737253,1.0731696000000002
MYERS INDUSTRIES INC,www.myersindustries.com,7636.0,17.0,672.0,1.0,15.932873,-0.46549696
FIRST CHOICE HEALTHCARE SLT,www.myfchs.com,186236.0,13.0,1394.0,0.0,17.631477,-0.68682885
FIRST FARMERS & MERCHANTS CP,www.myfirstfarmers.com,183046.0,10.0,359.0,27.0,18.603609,-0.54419112
INVESTORS BANCORP INC,www.myinvestorsbank.com,164364.0,42.0,2826.0,1.0,19.461157,0.40993488
MYLAN NV,www.mylan.com,7637.0,17.0,876.0,1.0,21.806108,0.8091917
MYMETICS CORP,www.mymetics.com,31516.0,1.0,79.0,0.0,19.03924,-0.86727279
MYND ANALYTICS INC,www.myndanalytics.com,179111.0,18.0,872.0,0.0,18.718475,-0.23499753
NEW YORK CMNTY BANCORP INC,www.mynycb.com,29282.0,39.0,2218.0,1.0,15.639215,-0.15020104
MYOKARDIA INC,www.myokardia.com,26269.0,29.0,1972.0,0.0,16.192232,0.78895164
MYOMO INC,www.myomo.com,31805.0,14.0,1214.0,1.0,17.879683,-0.43148312
OP BANCORP,www.myopenbank.com,164395.0,13.0,1099.0,0.0,16.253719,0.024440695
MYOS RENS TECHNOLOGY INC,www.myoscorp.com,180866.0,7.0,320.0,0.0,17.154053,-6.7156053
PROVIDENT FINANCIAL HOLDINGS,www.myprovident.com,63178.0,24.0,1408.0,0.0,16.558208,-0.26849282
REPUBLIC FIRST BANCORP INC,www.myrepublicbank.com,18040.0,23.0,1886.0,1.0,18.240343,-0.16925205
MYRIAD GENETICS INC,www.myriad.com,61399.0,9.0,662.0,3.0,15.720803,-0.63626003
SI FINANCIAL GROUP INC,www.mysifi.com,160667.0,5.0,647.0,0.0,16.404818,-0.52326572
NABORS INDUSTRIES LTD,www.nabors.com,1661.0,24.0,1638.0,1.0,18.916937,-0.10247849
NABRIVA THERAPEUTICS PLC,www.nabriva.com,26148.0,50.0,1893.0,0.0,25.460217999999998,1.2801231000000002
NACCO INDUSTRIES  -CL A,www.nacco.com,7938.0,17.0,1165.0,1.0,17.030981,-0.69210953
NORTH AMERICAN CONST GRP LTD,www.nacg.ca,176103.0,70.0,2967.0,2.0,19.791325,-0.20705721
NANOMETRICS INC,www.nanometrics.com,7682.0,20.0,1041.0,1.0,21.182983,0.9701040999999999
NANOPHASE TECHNOLOGIES CORP,www.nanophase.com,65937.0,18.0,1396.0,0.0,19.248756,-1.0651373
NANOSTRING TECHNOLOGIES INC,www.nanostring.com,18009.0,30.0,2011.0,5.0,21.531017000000002,1.4491906
NANTKWEST INC,www.nantkwest.com,25348.0,15.0,1459.0,0.0,16.912004,0.0394895
NORDIC AMERICAN OFFSHORE,www.nao.bm,317260.0,35.0,2325.0,0.0,20.694761,-0.23275511
NASB FINANCIAL INC,www.nasb.com,19124.0,12.0,388.0,3.0,17.189693,-0.5280304
NATERA INC,www.natera.com,24176.0,41.0,2495.0,10.0,15.829305999999999,0.76630425
NATIONAL COMMERCE CORP,www.nationalbankofcommerce.com,23294.0,3.0,311.0,0.0,15.124926,-0.68648785
NATIONAL BANKSHARES INC VA,www.nationalbankshares.com,25481.0,2.0,99.0,0.0,15.084848000000001,-0.15591164
NATIONAL GENERAL HOLDINGS CP,www.nationalgeneral.com,18184.0,20.0,1269.0,1.0,21.799910999999998,-0.2142949
NMI HOLDINGS INC,www.nationalmi.com,11854.0,1.0,59.540001000000004,2.0,15.333332999999998,-0.27660853
NATIONAL SEC GROUP INC,www.nationalsecuritygroup.com,17072.0,11.0,622.0,0.0,19.187004,-0.14014335
NATIONAL STORAGE AFFILIATES,www.nationalstorageaffiliates.com,23147.0,4.0,210.0,0.0,15.075071,-6.612122500000001
NATIONAL VISION HLDGS INC,www.nationalvision.com,32574.0,10.0,204.0,1.0,18.668598,-0.36302993
NATIONAL WESTERN LIFE GROUP,www.nationalwesternlife.com,17073.0,13.0,832.0,0.0,19.191935,-0.24601196
NATIONAL OILWELL VARCO INC,www.natoil.com,63892.0,47.0,3767.0,2.0,21.576817000000002,0.0023845651
NATURAL GROCERS VITAMIN CTGE,www.naturalgrocers.com,11922.0,35.0,1944.0,28.0,19.600981,0.98344249
NATURES SUNSHINE PRODS INC,www.naturessunshine.com,7799.0,22.0,2185.0,4.0,18.802292,-0.13679765
NATUS MEDICAL INC,www.natus.com,144436.0,17.0,768.0,5.0,21.659319,-0.37170625
NATUZZI SPA,www.natuzzi.com,28262.0,65.0,2982.0,3.0,19.066513,1.1661639
NAUTILUS INC,www.nautilusinc.com,27760.0,31.0,2267.0,0.0,18.807182,-0.33754817
NAVIGATORS GROUP INC,www.navg.com,17074.0,31.0,1603.0,0.0,18.231537,1.0709468999999998
NAVIDEA BIOPHARMACEUTICALS,www.navidea.com,25924.0,3.0,180.0,0.0,12.906322,-6.771567299999999
NAVIENT CORP,www.navient.com,10121.0,6.0,293.0,0.0,12.631933,-0.29905722
NAVIGANT CONSULTING INC,www.navigant.com,63724.0,62.0,3907.0,3.0,17.181028,1.544921
NAVIGATOR HOLDINGS LTD,www.navigatorgas.com,17408.0,61.0,2317.0,0.0,18.402988,1.4990036
NAVIOS MARITIME HOLDINGS INC,www.navios.com,162720.0,21.0,1021.0,0.0,15.842657,1.1267037
NAVISTAR INTERNATIONAL CORP,www.navistar.com,6081.0,36.0,1620.0,2.0,16.192492,-0.30219138
NATIONAL BANK CANADA,www.nbc.ca,15620.0,18.0,884.0,28.0,13.159112,0.29733467
NOBLE ENERGY INC,www.nblenergy.com,7912.0,19.0,2007.0,3.0,20.096498,-0.39977723
N B T BANCORP INC,www.nbtbancorp.com,19094.0,146.0,5884.0,0.0,16.899225,-0.13291013
NEWFOUNDLAND CAP CORP  -CL A,www.ncc.ca,15356.0,29.0,1850.0,0.0,17.771061,-0.1891246
NCI BUILDING SYSTEMS INC,www.ncibuildingsystems.com,25130.0,16.0,1381.0,3.0,20.627872,-0.52818519
NORWEGIAN CRUISE LINE HLDGS,www.ncl.com,104432.0,55.0,3046.0,9.0,19.389677,1.3749089
NATIONAL CINEMEDIA INC,www.ncm.com,176523.0,54.0,4605.0,3.0,18.471854999999998,0.064134859
NCR CORP,www.ncr.com,7648.0,74.0,4567.0,4.0,19.240467000000002,1.14142
NCS MULTISTAGE HLDG INC,www.ncsmultistage.com,31005.0,11.0,368.0,0.0,13.648204000000002,-0.22334363
NORTHEAST COMMUNITY BANCORP,www.necommunitybank.com,175083.0,12.0,313.0,0.0,16.059126000000003,-0.42918777
NEENAH PAPER INC,www.neenah.com,162264.0,26.0,1421.0,0.0,17.910454,1.0068504
NEKTAR THERAPEUTICS,www.nektar.com,30137.0,23.0,1772.0,0.0,16.695669,-0.60813975
NELNET INC,www.nelnet.net,155738.0,39.0,3238.0,0.0,17.659057999999998,0.066603288
NEOGENOMICS INC,www.neogenomics.com,125794.0,128.0,9791.4697,5.0,19.75239,0.58895665
NEONODE INC,www.neonode.com,178153.0,1.0,59.540001000000004,1.0,23.638096,-0.42999536
NEOPHOTONICS CORP,www.neophotonics.com,184702.0,47.0,2412.0,0.0,16.58779,0.99090731
NEOS THERAPEUTICS INC,www.neostx.com,25377.0,11.0,890.0,0.0,17.325075,0.23807959
NEOVASC INC,www.neovasc.com,143770.0,66.0,4217.0,0.0,19.128746,-0.24203615
NET 1 UEPS TECHNOLOGIES INC,www.net1.com,65540.0,6.0,424.0,1.0,14.882131,-0.33455512
NET ELEMENT INC,www.netelement.com,163806.0,19.0,1357.0,1.0,18.886559,-0.64577001
NETFLIX INC,www.netflix.com,147579.0,59.0,3501.0,0.0,19.841755,0.45552614
NETGEAR INC,www.netgear.com,154039.0,34.0,1362.0,5.0,11.837566,0.45319161
NETSOL TECHNOLOGIES INC,www.netsoltech.com,107446.0,18.0,1048.0,0.0,17.496929,-0.75514591
NETWORK-1 TECHNOLOGIES INC,www.network-1.com,115831.0,3.0,180.0,1.0,12.906322,-6.771567299999999
NEURALSTEM INC,www.neuralstem.com,176229.0,3.0,180.0,0.0,12.906322,-6.771567299999999
NEUROCRINE BIOSCIENCES INC,www.neurocrine.com,62921.0,37.0,2246.0,0.0,19.448889,-0.28661767
NEUROMETRIX INC,www.neurometrix.com,160488.0,6.0,399.0,0.0,16.622557,-0.09934283
NEVRO CORP,www.nevro.com,21916.0,49.0,2746.0,1.0,16.263876,0.74881697
NEVSUN RESOURCES LTD,www.nevsun.com,28080.0,5.0,305.0,0.0,13.657786999999999,-0.29395112
NEWELL BRANDS INC,www.newellbrands.com,7875.0,23.0,1745.0,0.0,17.794987,0.38645953
NFI GROUP INC,www.newflyer.com,174152.0,37.0,2035.0,7.0,15.338214,0.52942204
NEW GOLD INC,www.newgold.com,106112.0,44.0,4154.0,1.0,23.923462,-0.17092162
NEWLINK GENETICS CORP,www.newlinkgenetics.com,186607.0,12.0,766.0,1.0,18.97109,-0.63070923
NEW LOOK VISION GROUP INC,www.newlookvision.ca,105579.0,93.0,5446.0,0.0,23.385885000000002,-0.26445898
NEWMARKET CORP,www.newmarket.com,4462.0,5.0,298.0,0.0,19.774849,-0.12883745
NEW MEDIA INVESTMENT GROUP,www.newmediainv.com,19574.0,27.0,1258.0,0.0,18.913044,0.74433768
NEWMONT MINING CORP,www.newmont.com,7881.0,77.0,5429.0,1.0,21.017288,0.011315289
NEW MOUNTAIN FINANCE CORP,www.newmountainfinance.com,185585.0,14.0,1403.0,1.0,17.012985,-0.62071204
NEW PACIFIC METALS CORP,www.newpacificmetals.com,166218.0,16.0,945.0,0.0,21.756114999999998,0.48237579999999997
NEWPARK RESOURCES,www.newpark.com,7882.0,15.0,1188.0,0.0,16.328885999999997,-0.98453856
NEWPORT EXPLORATION LTD,www.newport-exploration.com,105712.0,5.0,395.0,0.0,18.735865,-0.79571646
NEW RESIDENTIAL INV CP,www.newresi.com,17878.0,16.0,2345.0,0.0,22.655167000000002,-0.39046144
NEW SENIOR INVESTMENT GROUP,www.newseniorinv.com,22025.0,6.0,408.0,0.0,16.717251,0.064895697
NEWTEK BUSINESS SERVICES CP,www.newtekone.com,8060.0,46.0,2406.0,3.0,19.969126,0.64986646
COMMUNITY FST BNCSH INC,www.newtonfederal.com,29499.0,11.0,307.0,1.0,16.920778,-0.62147653
NEW ZEALAND ENERGY CORP,www.newzealandenergy.com,187759.0,18.0,1077.0,1.0,17.984632,0.14045659
NEXA RESOURCES SA,www.nexaresources.com,32547.0,44.0,1700.0,0.0,21.767487,1.1380799
NEXEON MEDSYSTEMS INC,www.nexeonmed.com,32269.0,3.0,179.0,0.0,12.906322,-6.771567299999999
NEXEO SOLUTIONS INC,www.nexeosolutions.com,20619.0,67.0,3768.0,4.0,19.871945999999998,1.1763265
NEXJ SYSTEMS INC,www.nexj.com,187244.0,89.0,4605.0,4.0,17.193270000000002,0.49766058
NEXTERA ENERGY INC,www.nexteraenergy.com,4517.0,29.0,1533.0,4.0,18.531164,0.27438143
NEWMARK GROUP INC,www.ngkf.com,32748.0,20.0,1246.0,1.0,19.10891,0.38358578
NATIONAL HOLDINGS CORP,www.nhldcorp.com,13649.0,49.0,4373.0,1.0,19.272057,0.49128884
NATIONAL INSTRUMENTS CORP,www.ni.com,31607.0,1.0,59.540001000000004,6.0,14.228572,-0.42999536
NICE LTD,www.nice.com,61902.0,39.0,2180.0,20.0,16.808365,0.051729355
NIELSEN HOLDINGS PLC,www.nielsen.com,100873.0,30.0,1590.0,1.0,18.029078,0.29679948
NII HOLDINGS INC,www.nii.com,140902.0,15.0,771.0,0.0,15.311154,-0.062462639
NISOURCE INC,www.nisource.com,7974.0,15.0,714.0,0.0,19.059948000000002,-0.15004669
NEW JERSEY RESOURCES CORP,www.njresources.com,7849.0,27.0,1281.0,1.0,14.828656,-0.74533772
NL INDUSTRIES,www.nl-ind.com,7658.0,9.0,572.0,0.0,16.119047,-0.22488582
NEW MILLENNIUM IRON CORP,www.nmliron.com,158066.0,9.0,413.0,0.0,13.677091,-0.071103595
NN INC,www.nninc.com,29894.0,18.0,1153.0,1.0,15.419772,0.040408492000000004
NOBILIS HEALTH CORP,www.nobilishealth.com,177472.0,31.0,1480.0,0.0,15.320901000000001,-0.12489026
NOBLE CORP PLC,www.noblecorp.com,11925.0,60.0,2177.0,0.0,17.925371,1.5285788999999999
NOBLE ROMANS INC,www.nobleromans.com,7914.0,7.0,950.0,0.0,14.799695999999999,0.32474339
NOKIA CORP,www.nokia.com,23671.0,30.0,1325.0,4.0,14.734848000000001,0.60710806
NOODLES & CO,www.noodles.com,18047.0,38.0,2268.0,3.0,16.324841,0.56832951
NORANDA INCOME FUND,www.norandaincomefund.com,148533.0,31.0,2262.0,0.0,23.735384,-0.062248412999999995
NORBORD INC,www.norbord.com,14313.0,44.0,2094.0,0.0,19.899738,0.78941959
NORDSON CORP,www.nordson.com,7921.0,159.92,6813.0,0.0,17.982899,1.4389996999999999
NORTHERN STATES FINANCIAL CP,www.norstatesbank.com,24278.0,11.0,289.0,1.0,15.874444,-0.58668202
NORTECH SYSTEMS INC,www.nortechsys.com,3962.0,4.0,110.0,0.0,13.163635999999999,-0.63087225
NORTHEAST BANCORP/ME,www.northeastbank.com,16689.0,4.0,187.0,5.0,13.006577,-0.41971052
NORTHERN TRUST CORP,www.northerntrust.com,7982.0,16.0,690.0,4.0,25.537382,0.95013893
NORTHRIM BANCORP INC,www.northrim.com,23450.0,92.0,3490.0,2.0,13.450804999999999,-0.11976875
NORTHROP GRUMMAN CORP,www.northropgrumman.com,7985.0,26.0,1745.0,5.0,19.316853,0.69665003
NORTHVIEW APARTMENT REIT,www.northviewreit.com,152973.0,11.0,59.540001000000004,1.0,19.717949,0.14166734
NORTH WEST CO INC,www.northwest.ca,23994.0,159.92,9791.4697,0.0,21.052422,-0.37426162
NORTHWEST BANCSHARES INC,www.northwest.com,30932.0,36.0,1948.0,24.0,17.481161,-0.36645564
NORTHWESTERN CORP,www.northwesternenergy.com,8001.0,19.0,1192.0,0.0,15.874757,-0.52110469
NOVA MEASURING INSTRUMENTS,www.novameasuring.com,133905.0,20.0,1210.0,2.0,16.902735,-0.1725214
NOVANTA INC,www.novanta.com,61356.0,24.0,1181.0,0.0,17.16614,-0.16840678
NOVAN INC,www.novantherapeutics.com,27905.0,25.0,1529.0,2.0,16.476269,0.11250021
NOVARTIS AG,www.novartis.com,101310.0,24.0,1622.0,4.0,18.988007,0.95648313
NOVAVAX INC,www.novavax.com,61655.0,11.0,692.0,0.0,16.223827,-0.5499421999999999
NOVELION THERAPEUTICS INC,www.novelion.com,15803.0,30.0,1194.0,0.0,25.537382,0.99084443
NOVOCURE LTD,www.novocure.com,26123.0,58.0,2566.0,0.0,19.129068,1.0755324
NOVO NORDISK A/S,www.novonordisk.com,8020.0,14.0,605.0,6.0,19.693125,0.86778092
NEW PEOPLES BANKSHARES INC,www.npbankshares.com,186838.0,13.0,339.0,2.0,14.73913,-0.65106034
NATIONAL RESEARCH CORP,www.nrchealth.com,65587.0,16.0,995.0,2.0,15.279445,-0.68369371
NORTHSTAR REALTY EUROPE CORP,www.nrecorp.com,26351.0,31.0,1675.0,1.0,19.793341,0.79737872
NRG ENERGY INC,www.nrg.com,135990.0,27.0,2478.0,5.0,16.619106,0.30121678
NATURAL RESOURCE PARTNERS LP,www.nrplp.com,150837.0,6.0,221.0,2.0,14.369803,-0.088322885
NORFOLK SOUTHERN CORP,www.nscorp.com,7923.0,14.0,731.0,1.0,15.358839000000001,-0.44220677
NORTHERN TECH INTL,www.ntic.com,19209.0,32.0,2675.0,0.0,16.371872,0.74025095
NUANCE COMMUNICATIONS INC,www.nuance.com,61685.0,55.0,2913.0,13.0,18.388226,1.1812152
NUCOR CORP,www.nucor.com,8030.0,9.0,497.0,0.0,14.374581,-0.7355835999999999
NUSTAR ENERGY LP,www.nustarenergy.com,141363.0,1.0,87.0,1.0,15.596551999999999,0.052314404
NUSTAR GP HOLDINGS LLC,www.nustargpholdings.com,174135.0,9.0,748.0,2.0,15.763454000000001,-1.2072052
NUTANIX INC,www.nutanix.com,26746.0,34.0,2603.0,28.0,21.185284,0.70340222
NUTRIEN LTD,www.nutrien.com,16582.0,53.0,3000.0,0.0,23.283953,0.97191989
NUTRISYSTEM INC,www.nutrisystem.com,31227.0,1.0,59.540001000000004,0.0,20.666666,-0.42999536
NUVASIVE INC,www.nuvasive.com,264385.0,44.0,1884.0,1.0,18.945351000000002,0.86256653
NUVECTRA CORP,www.nuvectramed.com,26382.0,35.0,1808.0,2.0,14.800553,-0.11773962
NUVERA COMMUNICATIONS INC,www.nuvera.net,7863.0,26.0,1857.0,3.0,14.128031,-0.38634726
NUVISTA ENERGY LTD,www.nuvistaenergy.com,154774.0,18.0,853.0,0.0,18.942476,0.36807725
